cat,group_label,coef
customer_C1303226190,1,0.000230715
customer_C1303555047,1,0.000198226
customer_C1303695653,1,0.000306829
customer_C1303935849,1,0.000173249
customer_C1304285526,1,0.000296442
customer_C1304286493,1,0.000181066
customer_C1304555023,1,0.000221582
customer_C1304621872,1,0.000247865
customer_C1305161735,1,-0.003194317
customer_C1305339250,1,0.000205214
customer_C1306889886,1,0.000187267
customer_C1307336396,1,-0.000240849
customer_C1307916597,1,-0.000280915
customer_C1308910127,1,0.001876568
customer_C1309027409,1,9.53E-05
customer_C1309194397,1,0.000258647
customer_C1309403692,1,0.000644999
customer_C130979586,1,0.003397915
customer_C13098029,1,0.000383806
customer_C1311947724,1,-0.000265706
customer_C131200254,1,0.000199224
customer_C1312448128,1,0.000249983
customer_C1312615175,1,-0.006740154
customer_C131296547,1,0.000157073
customer_C1313060996,1,0.000415923
customer_C1314174420,1,-0.001134611
customer_C131423135,1,0.000782365
customer_C1314533733,1,0.000175549
customer_C1314685160,1,0.000127819
customer_C1315400589,1,0.000270772
customer_C131559770,1,0.000361386
customer_C1316160034,1,0.00012141
customer_C1316262830,1,0.000392087
customer_C131682780,1,0.000221494
customer_C1316936887,1,0.000512662
customer_C1317710133,1,-0.002042838
customer_C1318366224,1,0.000215763
customer_C131915922,1,0.000519703
customer_C1319350044,1,0.000847171
customer_C1320066686,1,0.000443073
customer_C1320820565,1,0.000223722
customer_C1321173882,1,-0.000823418
customer_C1321650743,1,0.000358273
customer_C1321889892,1,0.000261844
customer_C132320296,1,-0.001761922
customer_C132392875,1,0.000106759
customer_C1324001180,1,0.00025842
customer_C132520837,1,-0.00082479
customer_C1325422547,1,0.001263266
customer_C1325638360,1,7.54E-05
customer_C1326593353,1,0.00034496
customer_C1326829513,1,-0.000449461
customer_C1327124397,1,0.000324071
customer_C1327677398,1,0.000727994
customer_C1329920992,1,0.001295106
customer_C1331123896,1,6.09E-05
customer_C1331907286,1,0.000119794
customer_C1332125345,1,8.35E-05
customer_C1332295774,1,-0.003670984
customer_C1333401746,1,0.001573568
customer_C1333537680,1,0.000335534
customer_C1333661820,1,0.000207598
customer_C133401060,1,0.000247499
customer_C1334045764,1,-0.000968787
customer_C1334227305,1,-0.004242011
customer_C133432771,1,0.000163879
customer_C1334695551,1,-0.004244666
customer_C1335108214,1,-0.000598846
customer_C1336232196,1,-0.000111593
customer_C1337135199,1,-0.001375834
customer_C133764711,1,0.001062156
customer_C1337923906,1,0.000228502
customer_C1337948674,1,0.000478586
customer_C1338020899,1,0.000197849
customer_C1338125837,1,-0.004048999
customer_C1338396147,1,-0.005267001
customer_C1338572942,1,0.000624987
customer_C1338727022,1,0.000287161
customer_C1338932459,1,0.00059727
customer_C1339724832,1,-0.002393489
customer_C1340235335,1,0.000845016
customer_C1340398290,1,0.000226902
customer_C1341159565,1,0.00047785
customer_C1341517098,1,0.000292177
customer_C1341583263,1,-0.00063698
customer_C1341662543,1,0.000190593
customer_C1342037956,1,0.000369303
customer_C1342118588,1,0.000374828
customer_C1342849651,1,-0.001658192
customer_C1343106500,1,0.000232275
customer_C1344489848,1,-0.001821895
customer_C1345265337,1,-0.000615812
customer_C1345586046,1,0.001922752
customer_C1346358504,1,-0.001938072
customer_C1347371891,1,0.000147145
customer_C1348847019,1,-0.003618276
customer_C1348957967,1,0.000122404
customer_C1349086787,1,-0.0006334
customer_C1349106433,1,0.000175179
customer_C1349321790,1,-0.00215755
customer_C1350068848,1,0.000225982
customer_C1350082938,1,0.000128366
customer_C1350409226,1,-0.000376065
customer_C1350793893,1,0.000291909
customer_C1350963410,1,-0.027254215
customer_C1351087312,1,0.001051734
customer_C1351458855,1,0.000262755
customer_C1352750459,1,-0.001157182
customer_C1353625448,1,0.000688055
customer_C1353776547,1,0.000984002
customer_C1354206365,1,0.000150209
customer_C135434041,1,0.000242236
customer_C1354768768,1,-0.001867362
customer_C1354799046,1,0.00050148
customer_C1354917220,1,5.57E-05
customer_C1355010178,1,0.000330083
customer_C1355090926,1,-0.001157632
customer_C1355273346,1,0.000298801
customer_C1355357191,1,0.000984846
customer_C1355509614,1,0.001088513
customer_C1356412685,1,0.000165114
customer_C135716487,1,0.000210249
customer_C1358079072,1,0.000527544
customer_C1358225719,1,0.001254347
customer_C1359092613,1,0.000746518
customer_C1359606474,1,-0.000156725
customer_C1360225709,1,0.00028211
customer_C1360265061,1,-0.002313511
customer_C1360481565,1,-0.000298929
customer_C1360806205,1,0.001061527
customer_C1361037703,1,0.000104863
customer_C1361248894,1,0.00173556
customer_C1362652272,1,0.00030566
customer_C1362863442,1,0.000599834
customer_C1364381627,1,0.000200195
customer_C1365609574,1,0.00015728
customer_C136606306,1,-0.000211662
customer_C1366869967,1,0.000160794
customer_C1367581052,1,-0.000148578
customer_C1367987964,1,0.000420662
customer_C1368070837,1,0.000345255
customer_C1368210201,1,1.14E-05
customer_C1368438034,1,0.000100691
customer_C1369559766,1,0.000796973
customer_C1370192017,1,0.000269907
customer_C1370556911,1,0.000215367
customer_C1370669821,1,-0.001371669
