cat,group_label,coef
customer_C1372042334,1,-0.000819702
customer_C1372889664,1,0.000880134
customer_C1373640509,1,0.000158432
customer_C1373973501,1,0.000314976
customer_C1374011975,1,0.000143263
customer_C1374336520,1,0.000239878
customer_C1374422827,1,0.000243115
customer_C1374607221,1,7.18E-05
customer_C1374783350,1,0.000891116
customer_C1375103798,1,0.000442936
customer_C1375316332,1,-0.001394256
customer_C1375512856,1,0.000656832
customer_C1375956198,1,0.00417318
customer_C1376050027,1,0.000316775
customer_C1376256048,1,0.001558298
customer_C1376617526,1,0.000255864
customer_C137688853,1,-0.001832482
customer_C1376957295,1,0.000278408
customer_C1377339988,1,0.000263718
customer_C1377736719,1,0.000189295
customer_C1378412230,1,0.000479978
customer_C1379018843,1,0.000158716
customer_C1379814778,1,0.000327108
customer_C137986193,1,0.00026781
customer_C1381700589,1,7.79E-05
customer_C1382187685,1,-0.001944342
customer_C1382480007,1,0.000292935
customer_C1383269171,1,-0.003787512
customer_C1383337902,1,0.00014133
customer_C138375181,1,0.000222566
customer_C138445718,1,0.000320383
customer_C1385115265,1,0.00028603
customer_C1385354747,1,0.001040263
customer_C1385406679,1,0.000237691
customer_C1385780363,1,0.000388433
customer_C1386324281,1,0.000483583
customer_C1387070447,1,0.000231997
customer_C1387946894,1,0.001910813
customer_C1388726904,1,0.00029126
customer_C1388933025,1,8.94E-05
customer_C1389003663,1,0.000377097
customer_C1389188684,1,-0.001690388
customer_C1389311354,1,0.000119211
customer_C1389923471,1,0.000494275
customer_C1390331883,1,0.000217775
customer_C1392385769,1,0.00019962
customer_C1392676510,1,-0.000763497
customer_C1394428191,1,0.00018119
customer_C1394454342,1,-0.00016171
customer_C1394467199,1,-0.00038937
customer_C1394931354,1,9.23E-05
customer_C1395098424,1,0.000278446
customer_C1396527012,1,0.000315339
customer_C1396720108,1,0.000102722
customer_C1396904959,1,0.000191879
customer_C1396978257,1,0.000107832
customer_C1397554341,1,0.000158532
customer_C139784508,1,0.000185033
customer_C1398865038,1,-0.000425055
customer_C1400128034,1,0.000451683
customer_C1400397779,1,7.80E-05
customer_C1400578246,1,0.001206215
customer_C1401244511,1,-0.00051213
customer_C1402203755,1,0.000169262
customer_C140234280,1,0.00035671
customer_C1402369177,1,2.93E-05
customer_C1402381285,1,0.000239187
customer_C1403689550,1,0.000261816
customer_C1403935304,1,0.000218871
customer_C1404589205,1,0.000390121
customer_C1404665203,1,-0.000776456
customer_C1404684380,1,-0.001720257
customer_C1405664150,1,0.000272988
customer_C140648396,1,-0.001513736
customer_C1407087523,1,6.16E-05
customer_C1407767965,1,0.000245509
customer_C140804810,1,0.002874765
customer_C1408489165,1,0.000257814
customer_C1409858085,1,0.000280956
customer_C1410823375,1,-0.002620903
customer_C1411169363,1,0.000301255
customer_C1412753123,1,0.000293886
customer_C1413412440,1,0.000473083
customer_C1413774656,1,-0.000481432
customer_C1414112698,1,0.00017757
customer_C1414374774,1,0.000608581
customer_C1415168453,1,0.000390475
customer_C1415453492,1,0.000262346
customer_C1415571957,1,0.000249514
customer_C1415704373,1,0.001571461
customer_C1415998962,1,0.000353129
customer_C1416816772,1,0.000374292
customer_C1417312384,1,0.000326189
customer_C1418055040,1,0.000417106
customer_C1418322275,1,7.16E-05
customer_C1419235351,1,0.000302645
customer_C1419246450,1,8.45E-05
customer_C1420354861,1,0.000364582
customer_C1420603517,1,0.000281951
customer_C1421006824,1,0.000352309
customer_C1421601814,1,0.000319665
customer_C1422393615,1,0.000186398
customer_C142251484,1,0.000194633
customer_C1423519115,1,9.72E-06
customer_C1423633034,1,0.001889181
customer_C1423644375,1,0.00027543
customer_C1423828273,1,-0.001250929
customer_C1424007721,1,0.000382395
customer_C1424475955,1,9.59E-05
customer_C1425441042,1,0.000774689
customer_C1425719203,1,0.000442202
customer_C142595093,1,-0.00381466
customer_C1426006139,1,0.000505114
customer_C1426091756,1,0.000174203
customer_C1426420214,1,0.000281847
customer_C1427325535,1,-0.002959131
customer_C1427539236,1,0.000622896
customer_C1428252955,1,0.00193333
customer_C1429394820,1,0.000207795
customer_C1431362064,1,0.000964836
customer_C1431806998,1,0.000333462
customer_C1432191075,1,0.001268538
customer_C1432312197,1,-0.000199349
customer_C1432825682,1,-0.000464354
customer_C1433092877,1,-0.001223208
customer_C1433132752,1,6.81E-05
customer_C1433318702,1,0.000483049
customer_C1433843082,1,0.00017363
customer_C1434012857,1,0.001812443
customer_C1434797923,1,-0.000419539
customer_C1434853621,1,0.000308713
customer_C143498560,1,-0.000318396
customer_C1435043122,1,0.000206611
customer_C1435256152,1,0.000314294
customer_C1435653171,1,0.000939005
customer_C1436301390,1,0.000193556
customer_C1436756684,1,0.00037639
customer_C1437099450,1,0.000322136
customer_C1437990673,1,0.000246607
customer_C143836998,1,0.000429198
customer_C1438489717,1,0.000342003
customer_C1439299369,1,0.00016004
customer_C1439470393,1,0.000292523
customer_C1439880421,1,0.000270155
customer_C1440310601,1,0.00029893
customer_C1440340988,1,-0.000321535
customer_C1440474435,1,0.000656767
customer_C1440755608,1,0.000161266
customer_C1440811710,1,0.000130768
customer_C1441133487,1,-0.001524293
customer_C144168365,1,0.000124785
customer_C1445784416,1,0.000121764
customer_C1445931696,1,0.000435048
customer_C1446511647,1,0.000222843
customer_C144783459,1,0.000601952
customer_C144835944,1,-0.001749565
customer_C1449000407,1,0.000612637
customer_C1450140987,1,-0.004844667
customer_C1450354557,1,0.00024354
customer_C1450562088,1,0.000281855
customer_C1451561221,1,7.66E-05
customer_C1452020181,1,0.000251671
customer_C1452053500,1,0.001462049
customer_C145208657,1,-0.000372718
customer_C145230032,1,0.000339286
customer_C1452354279,1,0.000109506
customer_C1452504275,1,-0.00148017
customer_C1453275851,1,0.000233085
customer_C1453715655,1,0.001279881
customer_C1453917071,1,-0.000877304
customer_C1454671890,1,-0.000412146
customer_C1454826238,1,-0.007258333
customer_C1454930581,1,0.000164457
customer_C1455309687,1,-0.003090743
customer_C1456029725,1,-0.00033434
customer_C1456179400,1,0.000881513
customer_C1456851744,1,0.000296089
customer_C1457086535,1,0.000286467
customer_C1457092141,1,0.001011631
customer_C1457264318,1,0.000215434
customer_C1457388461,1,0.000336319
customer_C145901862,1,0.000319331
customer_C1459624061,1,0.000271381
customer_C1459810780,1,0.000164702
customer_C1460082550,1,-0.001688743
customer_C1461183154,1,0.000515371
customer_C1461183743,1,0.003309846
customer_C1461258616,1,0.000507308
customer_C1461774305,1,0.000286028
customer_C1463141739,1,-0.000186321
customer_C1463356115,1,0.000124165
customer_C1463833315,1,0.000183152
customer_C1464030920,1,0.000337647
customer_C1464489812,1,-0.015712925
customer_C146494822,1,0.001267681
customer_C146553626,1,0.000242677
customer_C1465698425,1,0.000455376
customer_C1465725042,1,0.000512556
customer_C1466730207,1,0.000585126
customer_C1467497219,1,0.000313396
customer_C1467731939,1,0.00019304
customer_C1467832188,1,0.000167623
customer_C1468001998,1,-0.012187254
customer_C1468082478,1,0.000248149
customer_C1468773146,1,0.000197246
customer_C1469453217,1,0.000319752
customer_C1469520420,1,-0.001891219
customer_C1470676414,1,0.000280587
customer_C1471216995,1,0.000355413
customer_C1472480119,1,-0.000270119
customer_C1472579779,1,0.000123422
customer_C1474149613,1,0.000275855
customer_C1474428806,1,0.000192329
customer_C1474786056,1,0.000181797
customer_C1474976180,1,0.000200493
customer_C1475317372,1,-0.002006691
customer_C1475486134,1,0.000142091
customer_C1475799889,1,0.000295752
customer_C1476101537,1,0.000225824
customer_C1476138873,1,0.000192337
customer_C1476491893,1,0.000300756
customer_C1476505660,1,-0.003793634
customer_C1477378413,1,0.002715351
customer_C1477499235,1,0.000462757
customer_C1478081031,1,-0.000963578
customer_C1480064437,1,0.000379685
customer_C1480193980,1,0.000491479
customer_C1480367576,1,0.002134081
customer_C1480640363,1,-0.000512625
customer_C1480799932,1,0.000290151
customer_C1482560016,1,9.79E-05
customer_C1482659693,1,-0.000516777
customer_C1483007108,1,0.000325077
customer_C1483054025,1,0.000401094
customer_C1483927110,1,-0.000585045
customer_C1484573422,1,0.000185692
customer_C1484585237,1,0.000274202
customer_C1486017704,1,0.000229627
customer_C1486069778,1,-0.001867996
customer_C1486961552,1,0.00019894
customer_C1487582791,1,0.000474668
customer_C148765233,1,0.000295102
customer_C1487874353,1,0.000151503
customer_C1487982242,1,0.000316467
customer_C1488142454,1,0.000212025
customer_C1489078579,1,0.000103871
customer_C1489294793,1,0.001820718
customer_C1489632788,1,-0.000192707
customer_C1489836575,1,0.000252453
customer_C1490048317,1,-0.003102106
customer_C1490416909,1,0.000308076
customer_C1490935984,1,-0.003627016
customer_C1491288577,1,0.000760913
customer_C1491518488,1,0.000356534
customer_C1491844959,1,0.00028375
customer_C1492110515,1,0.000969416
customer_C1494778598,1,0.000191846
customer_C1494829095,1,0.000138412
customer_C149511515,1,0.001178222
customer_C1495486273,1,0.000368561
customer_C1495681901,1,0.0002271
customer_C1496334304,1,0.000337236
customer_C1496962993,1,-0.0020163
customer_C149698808,1,0.000342129
customer_C1497135910,1,0.000652504
customer_C1497367004,1,0.000196625
customer_C1497615115,1,-0.00055095
customer_C1497895052,1,0.000263877
customer_C1499019507,1,0.000211553
customer_C1499092508,1,9.52E-05
customer_C1499241933,1,0.000849832
customer_C1499363341,1,0.000115629
customer_C1499701993,1,-0.00150479
customer_C1501096176,1,-0.002064382
customer_C1501124312,1,0.000321205
customer_C1501156188,1,0.000406696
customer_C1501782229,1,0.00022735
customer_C1502465707,1,-0.002141608
customer_C150273597,1,0.000226843
customer_C1502804084,1,0.000208482
customer_C1503009287,1,-0.000480915
customer_C1503504810,1,0.000305086
customer_C1504341710,1,0.000358825
customer_C150523972,1,0.000238306
customer_C1505370540,1,0.001187444
customer_C1505467955,1,0.000364824
customer_C150587559,1,0.000169794
customer_C1506066038,1,-0.000601524
customer_C1506293914,1,-0.00043555
customer_C1507237884,1,0.000344547
customer_C1508025585,1,0.00016828
customer_C150820973,1,-0.000950045
customer_C1508373758,1,0.000304417
customer_C150891114,1,0.001974452
customer_C1509106340,1,0.000909798
customer_C1509603467,1,-0.000667287
customer_C1509718305,1,0.000208451
customer_C1510402289,1,0.00013785
customer_C1510459992,1,0.000123393
customer_C1510535804,1,-0.006948408
customer_C1511148959,1,-0.000992574
customer_C1511497789,1,0.000174408
customer_C1511894714,1,0.000296343
customer_C1512353179,1,0.000335664
customer_C1512444326,1,0.000218122
customer_C1512732275,1,-7.22E-05
customer_C1513653440,1,0.000155031
customer_C1514271157,1,0.000673736
customer_C1514973352,1,0.000409239
customer_C1515184734,1,0.000826369
customer_C1516006997,1,0.000236241
customer_C1516302826,1,0.000631735
customer_C1516949785,1,-0.000275853
customer_C151715772,1,0.000324694
customer_C1517707344,1,-0.0003372
customer_C1517749848,1,0.000263684
customer_C1517820871,1,0.000258448
customer_C1519265307,1,0.000315426
customer_C1520545421,1,0.000209558
customer_C1520919939,1,-0.000823044
customer_C1522289895,1,0.000234675
customer_C1523732855,1,-0.00110852
customer_C1523854098,1,0.000229118
customer_C1524019070,1,-0.001807646
customer_C1524407626,1,0.000298592
customer_C1525483242,1,0.00013854
customer_C1525581466,1,0.000393392
customer_C1526175877,1,0.000224287
customer_C1526367312,1,0.001997057
customer_C1527362143,1,8.32E-05
customer_C15276068,1,8.27E-05
customer_C152830802,1,0.000291389
customer_C1528848756,1,0.000214829
customer_C1529207541,1,0.00086547
customer_C1529464275,1,0.000269595
customer_C1529774854,1,0.000406324
customer_C1530098029,1,0.000194018
customer_C1530157952,1,0.000300794
customer_C1530262146,1,0.000120687
customer_C1530773220,1,0.0005266
customer_C1532144144,1,0.000222515
customer_C153258882,1,0.000323026
customer_C1532733169,1,0.000874133
customer_C1533000663,1,0.000565207
customer_C1533572842,1,0.000757222
customer_C1533664211,1,0.000438401
customer_C153419170,1,0.000293526
customer_C1535009453,1,-0.000269193
customer_C1535419154,1,0.000657071
customer_C1535613790,1,0.001202249
customer_C1536083561,1,0.000302395
customer_C1536088502,1,0.000223011
customer_C1537824739,1,0.000118547
customer_C1537903478,1,0.000346566
customer_C1538635916,1,0.00035621
customer_C1538971214,1,0.000358074
customer_C1539370210,1,0.000130244
customer_C1539474222,1,0.001810624
customer_C153962249,1,0.001522388
customer_C1540577903,1,0.003309992
customer_C1541224095,1,-0.000389706
customer_C1541237057,1,-0.001582384
customer_C154191546,1,0.000156501
customer_C1542180842,1,0.000349813
customer_C1542255731,1,0.00037721
customer_C1542345868,1,0.000368227
customer_C1543555122,1,0.000614364
customer_C1543709139,1,0.000165038
customer_C1543824543,1,6.84E-05
customer_C1545341907,1,0.000847102
customer_C1545484501,1,0.000871405
customer_C1545573016,1,0.000280676
customer_C1545977603,1,0.001434351
customer_C1546278193,1,1.13E-05
customer_C1546820736,1,9.34E-05
customer_C1546864044,1,6.33E-05
customer_C1547003161,1,0.000860564
customer_C1547534233,1,0.000348962
customer_C1547689237,1,-2.96E-05
customer_C1548142512,1,-0.000610505
customer_C15485686,1,0.001384642
customer_C1548873226,1,0.000168368
customer_C1549232957,1,0.000278406
customer_C1549322511,1,0.000198553
customer_C1549367339,1,0.000295366
customer_C154987119,1,-0.000133331
customer_C1551083784,1,0.000140106
customer_C1551465414,1,0.000118621
customer_C1551572984,1,-0.003018142
customer_C1552608695,1,0.000208254
customer_C1553941793,1,0.000271984
customer_C1554037473,1,0.000323988
customer_C155412783,1,0.00034448
customer_C1554849332,1,0.00029585
customer_C1555447628,1,0.000363672
customer_C1555517201,1,0.000225786
customer_C1556425826,1,0.000164017
customer_C1556534733,1,-0.000746396
customer_C1556912476,1,0.000329574
customer_C1557448113,1,0.000364155
customer_C1557448880,1,0.000174649
customer_C1557540123,1,0.000374731
customer_C1557689947,1,0.000282775
customer_C1558014544,1,0.000203663
customer_C1558209795,1,0.000480241
customer_C1558803570,1,-0.000730596
customer_C1559091388,1,0.000233649
customer_C155920620,1,0.000173097
customer_C1559339990,1,0.000134204
customer_C1560259762,1,0.001221458
customer_C1560676680,1,-0.001028115
customer_C1560893361,1,0.000135545
customer_C1560904250,1,-0.002199069
customer_C1561307190,1,-0.000185924
customer_C1561544871,1,0.000375451
customer_C156162339,1,0.000308991
customer_C1562081159,1,-0.006120566
customer_C1562537029,1,0.000658666
customer_C156263401,1,-0.001716498
customer_C1562991705,1,-0.000792874
customer_C1563705147,1,0.0003799
customer_C1564253251,1,0.000709036
customer_C1564260047,1,-0.000294595
customer_C1564636486,1,0.001990209
customer_C1564693206,1,-0.000240919
customer_C1565058518,1,0.000592935
customer_C1565570610,1,0.000575394
customer_C1566647188,1,0.000823775
customer_C1567160901,1,0.000697923
customer_C1567385001,1,4.15E-05
customer_C1568308501,1,-6.61E-05
customer_C1568358546,1,0.000252368
customer_C1569014356,1,0.000137888
customer_C1569939854,1,0.000331365
customer_C1570165892,1,0.000584035
customer_C1571595392,1,0.002334378
customer_C1572595935,1,0.00020734
customer_C1572610482,1,-0.022736998
customer_C1573211398,1,-0.00010727
customer_C1574217480,1,0.000233045
customer_C157427068,1,0.000164558
customer_C1575099263,1,0.000787155
customer_C1575272013,1,0.000687677
customer_C1575367607,1,0.000361747
customer_C1575599226,1,6.73E-05
customer_C1575842015,1,4.89E-05
customer_C1576250855,1,-0.000914536
customer_C1577104524,1,0.00016641
customer_C15777324,1,0.000289246
customer_C1577880868,1,0.000468273
customer_C1577983313,1,-0.000595074
customer_C1579865062,1,0.000328803
customer_C1580025618,1,0.000386622
customer_C158030246,1,0.00125096
customer_C1580559195,1,0.000254717
customer_C1580712621,1,0.000839089
customer_C1580753738,1,-0.000705902
customer_C1580955370,1,0.000538301
customer_C1581709798,1,0.000622894
customer_C1582152156,1,0.000467182
customer_C1582197917,1,0.000365424
customer_C1582366224,1,0.000100905
customer_C158319863,1,0.000318541
customer_C1584366693,1,-0.000850645
customer_C1584479959,1,0.000315789
customer_C1585648581,1,0.000488986
customer_C1586463432,1,0.000755968
customer_C1586862598,1,-0.001996165
customer_C1587738251,1,0.000376471
customer_C1589138432,1,-0.00060551
customer_C1590275312,1,-0.001773046
customer_C1590346257,1,0.000335874
customer_C1591008232,1,0.000395179
customer_C1591152121,1,0.000326613
customer_C1591441443,1,0.000160857
customer_C1591587046,1,0.000221367
customer_C1591612680,1,0.000136267
customer_C1591908890,1,0.000131961
customer_C1592279480,1,-0.000602109
customer_C1592390864,1,0.000447706
customer_C1593769010,1,0.000599817
customer_C1594422820,1,0.000391887
customer_C1595099029,1,-0.000274496
customer_C159675329,1,-0.000199577
customer_C1597289593,1,0.0001608
customer_C1597422235,1,-0.000385571
customer_C1597977404,1,-0.000575059
customer_C1598533502,1,0.000465615
customer_C1598564853,1,-0.000621369
customer_C1598762673,1,0.000133802
customer_C159913055,1,0.000364013
customer_C1599273075,1,0.000128723
customer_C1600642825,1,0.000270258
customer_C1600873622,1,0.000283652
customer_C1602614455,1,0.000171701
customer_C1602648292,1,0.000611422
customer_C1602759549,1,0.000337682
customer_C1603928569,1,0.000236836
customer_C1604376835,1,0.000779173
customer_C1605127736,1,0.000189264
customer_C1605182199,1,-0.00040791
customer_C1605642067,1,0.000193288
customer_C1606614105,1,0.000338505
customer_C1607207670,1,0.00036876
customer_C1607323693,1,-0.000270609
customer_C1607644979,1,0.001488268
customer_C1607867760,1,0.000270359
customer_C1609197353,1,-0.000282983
customer_C1609425799,1,0.000151989
customer_C1610467120,1,0.000236452
customer_C1610565169,1,-3.47E-05
customer_C1610742916,1,0.000119578
customer_C161101673,1,-0.000300306
customer_C1611113200,1,9.15E-05
customer_C1612487865,1,0.000651757
customer_C1612748385,1,0.000202255
customer_C1612798177,1,0.00028591
customer_C1612832553,1,-0.000447917
customer_C1613579866,1,0.000307261
customer_C1614239388,1,0.00033645
customer_C1615196201,1,0.000224023
customer_C1615671416,1,0.000244956
customer_C1615801620,1,0.000209106
customer_C161678291,1,3.51E-05
customer_C1617276678,1,0.000110737
customer_C161733249,1,-0.004634345
customer_C1617547021,1,-0.000489666
customer_C1619197936,1,0.000971619
customer_C1619755203,1,0.00020692
customer_C1620127338,1,-0.000670745
customer_C1620825260,1,0.000497801
customer_C1621026927,1,0.000231413
customer_C1621267054,1,0.000244583
customer_C1622016247,1,0.001294788
customer_C1622124632,1,0.000206184
customer_C1622415837,1,0.000387374
customer_C1622587363,1,2.77E-05
customer_C1624198560,1,0.002137426
customer_C1624351292,1,0.000148912
customer_C1625937550,1,0.00035688
customer_C1626218926,1,-0.001104925
customer_C1626806996,1,0.000271832
customer_C1627004719,1,0.000266092
customer_C1628225593,1,0.000141834
customer_C1628244008,1,0.001405479
customer_C1628447668,1,0.000262813
customer_C1629152705,1,0.000193941
customer_C1629621972,1,-0.000669494
customer_C1629693561,1,0.000175881
customer_C1629765833,1,0.000239231
customer_C1630697663,1,0.000282932
customer_C1630887376,1,-0.000952864
customer_C1631162170,1,0.000807267
customer_C1631930247,1,-0.001427853
customer_C1632035340,1,0.001322974
customer_C1632932485,1,0.000227346
customer_C1633477199,1,5.96E-05
customer_C1634492186,1,0.001045309
customer_C1634901253,1,0.000300198
customer_C1635345159,1,0.000345859
customer_C1635613216,1,0.000315559
customer_C1635987808,1,0.000329146
customer_C1637357651,1,0.000266192
customer_C1637529334,1,0.000375223
customer_C1638237205,1,-0.000357974
customer_C1638268213,1,0.000247165
customer_C1638710158,1,-0.00099189
customer_C1639665156,1,0.000263575
customer_C1640022626,1,0.000100199
customer_C1640437529,1,0.001081213
customer_C164104645,1,0.000271706
customer_C1641076533,1,0.000416785
customer_C1641760998,1,0.000358177
customer_C1642006830,1,0.000282025
customer_C1642125108,1,0.001812295
customer_C1642222517,1,0.000314874
customer_C1642374729,1,-0.000126217
customer_C1642592478,1,0.000194471
customer_C1642689499,1,0.000308059
customer_C1643168823,1,0.000230222
customer_C1643499361,1,0.000130506
customer_C1644158733,1,0.000390922
customer_C1644291222,1,0.000342436
customer_C1645168081,1,0.000335216
customer_C1645276019,1,0.000172659
customer_C1645579872,1,0.000271007
customer_C1646244537,1,0.00027596
customer_C1646298550,1,0.000290657
customer_C1646349423,1,0.000806544
customer_C1646712119,1,0.000395793
customer_C1647495093,1,-0.011345326
customer_C1647801193,1,0.000178092
customer_C1648056680,1,0.000234672
customer_C1648082819,1,0.000156101
customer_C1648096390,1,0.000793257
customer_C1648145906,1,0.00026299
customer_C1648492699,1,1.06E-05
customer_C1648543319,1,0.000993729
customer_C1648683269,1,0.000196957
customer_C1649412954,1,-9.66E-05
customer_C165037464,1,0.000438016
customer_C1650590141,1,0.000265368
customer_C1651034737,1,0.000672249
customer_C1651213581,1,0.000422238
customer_C1651395634,1,-0.000143078
customer_C1652856443,1,0.000182314
customer_C1653588482,1,-0.008797225
customer_C1654186046,1,0.000429776
customer_C1655037147,1,-0.00428914
customer_C1655514881,1,0.000451701
customer_C1655680166,1,0.000120787
customer_C1656381290,1,0.001295105
customer_C1656440641,1,9.58E-05
customer_C1656946498,1,0.000334212
customer_C1657671280,1,0.001623885
customer_C1657707912,1,0.000247603
customer_C1657925669,1,-0.000811157
customer_C1657987748,1,0.000446242
customer_C1658315324,1,0.000154378
customer_C1658450442,1,0.000302699
customer_C1658591237,1,7.15E-05
customer_C1659350842,1,0.000268219
customer_C1660043980,1,0.00039769
customer_C1660594711,1,0.000453716
customer_C1660830591,1,0.000225781
customer_C16613795,1,0.000240709
customer_C1663056729,1,0.001602505
customer_C1663162700,1,-0.001924978
customer_C166353588,1,0.000540637
customer_C1663641926,1,0.000169502
customer_C1666444221,1,0.000131062
customer_C1667002698,1,0.000220345
customer_C1667161948,1,-0.002796727
customer_C1667929755,1,0.000285556
customer_C16680464,1,0.000156304
customer_C1668825144,1,-0.001269337
customer_C1669649966,1,0.000294172
customer_C1670516684,1,0.000306397
customer_C1670779713,1,0.000594525
customer_C1670883164,1,0.000322036
customer_C1671770086,1,1.35E-05
customer_C16723337,1,0.002168068
customer_C167330970,1,0.00041083
customer_C167378624,1,0.000534485
customer_C1674379117,1,0.000449089
customer_C1674674654,1,0.000166664
customer_C1675884425,1,0.00023848
customer_C1676378077,1,0.000308656
customer_C1677202028,1,0.000386342
customer_C1677624934,1,0.000258797
customer_C1679033854,1,0.001087991
customer_C16791543,1,0.000484187
customer_C1679430600,1,-0.000242506
customer_C1679796651,1,0.00024204
customer_C1680004438,1,-0.000738987
customer_C1680323951,1,0.000327987
customer_C1680347409,1,0.000283838
customer_C1681589600,1,0.000404596
customer_C168191673,1,0.000332989
customer_C1681976106,1,0.00012134
customer_C1682236855,1,0.000226998
customer_C168310052,1,0.000164311
customer_C1683471006,1,0.000823491
customer_C168361707,1,0.000585384
customer_C1683902488,1,0.00036837
customer_C1684213034,1,0.000190637
customer_C1685492470,1,-0.013257053
customer_C168579211,1,0.000341702
customer_C1686035763,1,-0.001150441
customer_C1686098746,1,-0.00097469
customer_C1686676187,1,0.000298205
customer_C1687101094,1,0.000458993
customer_C168710517,1,-0.000169232
customer_C1687722078,1,0.000124193
customer_C1687751654,1,0.000152453
customer_C1687903356,1,0.000406386
customer_C1688560702,1,0.000555466
customer_C1688605578,1,9.31E-05
customer_C1689083890,1,0.000337515
customer_C16891369,1,9.09E-05
customer_C1689346810,1,-0.000221593
customer_C1689772812,1,5.39E-05
customer_C1689884214,1,0.000195151
customer_C1690594556,1,0.000389077
customer_C1690793519,1,0.000457746
customer_C1690923384,1,0.00076333
customer_C1690988973,1,0.000225996
customer_C1690998552,1,0.000894948
customer_C1691073795,1,-0.001746063
customer_C1692355722,1,0.000119866
customer_C169255115,1,0.000162467
customer_C169274898,1,0.000293347
customer_C1692967183,1,0.000367203
customer_C1693925346,1,0.000265419
customer_C1694039833,1,-0.000388022
customer_C1694165271,1,0.000370605
customer_C1695454092,1,0.000173198
customer_C1697472909,1,0.000212231
customer_C1697528836,1,0.000208882
customer_C169775918,1,-0.000933344
customer_C1697851479,1,0.000186471
customer_C1698085181,1,0.000145177
customer_C1698214137,1,0.000236129
customer_C1698653726,1,0.000238943
customer_C1699102063,1,0.000639484
customer_C170002529,1,-0.0003868
customer_C1700159150,1,0.000488773
customer_C1700550154,1,0.000199617
customer_C1700873233,1,0.00018039
customer_C1701338775,1,0.000288418
customer_C1701618194,1,0.00026442
customer_C1701939629,1,0.00036554
customer_C1702053445,1,6.62E-05
customer_C1702404555,1,0.000209235
customer_C1703319891,1,-0.000232394
customer_C1703648667,1,0.000760636
customer_C1703739582,1,0.000238729
customer_C1704116821,1,0.000142794
customer_C170484334,1,0.000201802
customer_C1705346216,1,0.000234094
customer_C1705819997,1,7.09E-05
customer_C1705927875,1,0.000542704
customer_C17059521,1,0.000372662
customer_C1706918687,1,0.000294524
customer_C1707421914,1,7.76E-05
customer_C170769685,1,0.00012632
customer_C1708261114,1,-0.000671598
customer_C1708403061,1,0.00419513
customer_C1708732499,1,0.000186765
customer_C1709958311,1,-0.002557605
customer_C1710387865,1,-0.000145318
customer_C1710930627,1,0.00047551
customer_C1711218892,1,0.000309214
customer_C1711371239,1,-0.000299361
customer_C1711634686,1,0.000385915
customer_C1711699171,1,0.000146263
customer_C17132509,1,0.000512651
customer_C171345183,1,-3.35E-05
customer_C1713690936,1,-0.000640317
customer_C1713848243,1,0.000268169
customer_C1714385979,1,0.000907007
customer_C1714676783,1,0.000226851
customer_C1714895875,1,-0.002981797
customer_C171498975,1,0.000174769
customer_C1715139,1,0.00038175
customer_C1715338428,1,-0.001060737
customer_C1715900756,1,-0.000266932
customer_C1716617782,1,-0.002011941
customer_C17166563,1,0.000243254
customer_C1717543260,1,0.000213094
customer_C1718279923,1,0.000255825
customer_C1718318682,1,0.000282256
customer_C1718591511,1,0.000178999
customer_C1718974481,1,0.00020557
customer_C1719044180,1,0.000119463
customer_C1719485237,1,0.000346675
customer_C1719535099,1,0.000237512
customer_C171977183,1,0.000233517
customer_C1720679886,1,-0.000477451
customer_C1720950881,1,0.000295135
customer_C1721541488,1,0.000157762
customer_C1721990514,1,-0.000708968
customer_C1722275939,1,-0.00036973
customer_C1722987449,1,0.000113391
customer_C1723242462,1,9.10E-05
customer_C1723688663,1,0.000339523
customer_C1723897078,1,0.000436433
customer_C1724556830,1,0.000182059
customer_C1726895756,1,-9.89E-05
customer_C172707110,1,-0.000140019
customer_C1728122351,1,-0.00446851
customer_C1728647108,1,0.000379146
customer_C1728997564,1,0.000742017
customer_C172921013,1,7.98E-05
customer_C1729635847,1,0.000337789
customer_C1729776721,1,0.000182624
customer_C1730375460,1,0.000238627
customer_C1731135780,1,0.000138581
customer_C1731138845,1,-1.88E-05
customer_C1731163929,1,0.000294541
customer_C1731249040,1,0.000244988
customer_C1732307957,1,0.000478031
customer_C1732568163,1,-0.001190506
customer_C1732609230,1,0.000335143
customer_C1732752834,1,0.000220317
customer_C173276320,1,0.000396874
customer_C1733778992,1,0.000354502
customer_C1734287915,1,0.000251377
customer_C1734487337,1,-0.001757402
customer_C1734585073,1,0.00033328
customer_C1734862058,1,0.001844439
customer_C1734879586,1,-0.001014598
customer_C1734948367,1,-0.000457948
customer_C1735092211,1,0.000241716
customer_C1735726583,1,-0.000154914
customer_C1735920391,1,0.000313051
customer_C17359646,1,0.000504471
customer_C1736027541,1,0.000381209
customer_C1736605496,1,-0.002449973
customer_C1738944491,1,0.000199894
customer_C1739071229,1,0.000390436
customer_C1739468858,1,0.000542213
customer_C1739741081,1,0.000352973
customer_C1739998964,1,0.000218986
customer_C1740004679,1,0.000326412
customer_C1740186506,1,5.54E-05
customer_C1740393527,1,0.000317103
customer_C1741037105,1,-0.000511238
customer_C1741401017,1,0.000257583
customer_C1741615821,1,0.000933616
customer_C1743327214,1,0.000205295
customer_C1743392358,1,0.000182609
customer_C1743702978,1,0.000495487
customer_C1744098311,1,0.000302543
customer_C1744280753,1,-0.00046533
